"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"4:39:14.3002481 AM","stub.exe","2304","LockFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Exclusive: False, Offset: 1,073,741,826, Length: 510, Fail Immediately: True"
"4:39:14.3002532 AM","stub.exe","2304","UnlockFileSingle","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Offset: 1,073,741,824, Length: 1"
"4:39:14.3003329 AM","stub.exe","2304","CreateFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy-journal","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"4:39:14.3003493 AM","stub.exe","2304","QueryStandardInformationFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","AllocationSize: 12,288, EndOfFile: 12,288, NumberOfLinks: 1, DeletePending: False, Directory: False"
"4:39:14.3003563 AM","stub.exe","2304","ReadFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Offset: 24, Length: 16"
"4:39:14.3003681 AM","stub.exe","2304","ReadFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Offset: 6,144, Length: 2,048"
"4:39:14.3003769 AM","stub.exe","2304","UnlockFileSingle","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Offset: 1,073,741,826, Length: 510"
"4:39:14.3003984 AM","stub.exe","2304","CloseFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS",""
"4:39:14.3004609 AM","stub.exe","2304","CreateFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Desired Access: Read Attributes, Delete, Disposition: Open, Options: Non-Directory File, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"4:39:14.3004760 AM","stub.exe","2304","QueryAttributeTagFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Attributes: ANCI, ReparseTag: 0x0"
"4:39:14.3004842 AM","stub.exe","2304","SetDispositionInformationFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS","Delete: True"
"4:39:14.3004945 AM","stub.exe","2304","CloseFile","C:\Users\admin\AppData\Local\Google\Chrome\User Data\Default\Login Data - Copy","SUCCESS",""
"4:39:14.3006091 AM","stub.exe","2304","CreateFile","C:\Program Files (x86)\Mozilla\FireFox\","PATH NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"4:39:14.3006515 AM","stub.exe","2304","CreateFile","C:\Program Files (x86)\Mozilla Firefox","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"4:39:14.3006724 AM","stub.exe","2304","QueryDirectory","C:\Program Files (x86)\Mozilla Firefox\nspr4.dll","NO SUCH FILE","Filter: nspr4.dll"
"4:39:14.3006842 AM","stub.exe","2304","CloseFile","C:\Program Files (x86)\Mozilla Firefox","SUCCESS",""
"4:39:14.3007967 AM","stub.exe","2304","CreateFile","C:\Users\admin\AppData\Roaming\Opera\Opera\","PATH NOT FOUND","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"4:39:14.3008400 AM","stub.exe","2304","Thread Create","","SUCCESS","Thread ID: 3912"
"4:39:14.3019612 AM","stub.exe","2304","TCP Connect","DarkCometClient.bgu.ac.il:49251 -> 132.72.81.126:1604","SUCCESS","Length: 0, mss: 1460, sackopt: 0, tsopt: 0, wsopt: 0, rcvwin: 64240, rcvwinscale: 0, sndwinscale: 0, seqnum: 0, connid: 0"
"4:39:14.3023907 AM","stub.exe","2304","TCP Receive","DarkCometClient.bgu.ac.il:49251 -> 132.72.81.126:1604","SUCCESS","Length: 12, seqnum: 0, connid: 0"
"4:39:14.3026592 AM","stub.exe","2304","TCP Send","DarkCometClient.bgu.ac.il:49251 -> 132.72.81.126:1604","SUCCESS","Length: 42, startime: 21626, endtime: 21626, seqnum: 0, connid: 0"
"4:39:14.3027938 AM","stub.exe","2304","TCP Receive","DarkCometClient.bgu.ac.il:49251 -> 132.72.81.126:1604","SUCCESS","Length: 3, seqnum: 0, connid: 0"
"4:39:14.3028799 AM","stub.exe","2304","TCP Send","DarkCometClient.bgu.ac.il:49251 -> 132.72.81.126:1604","SUCCESS","Length: 2, startime: 21626, endtime: 21626, seqnum: 0, connid: 0"
"4:39:14.3032890 AM","stub.exe","2304","TCP Receive","DarkCometClient.bgu.ac.il:49251 -> 132.72.81.126:1604","SUCCESS","Length: 1024, seqnum: 0, connid: 0"
"4:39:14.3035179 AM","stub.exe","2304","Thread Exit","","SUCCESS","Thread ID: 3912, User Time: 0.0000000, Kernel Time: 0.0000000"
"4:39:14.3041604 AM","stub.exe","2304","TCP Disconnect","DarkCometClient.bgu.ac.il:49251 -> 132.72.81.126:1604","SUCCESS","Length: 0, seqnum: 0, connid: 0"
