"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"4:49:32.8748998 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8749068 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 3, seqnum: 0, connid: 0"
"4:49:32.8749119 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8750132 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8752102 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:32.8752235 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 3, seqnum: 0, connid: 0"
"4:49:32.8753175 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8754139 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:32.8755272 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 6, seqnum: 0, connid: 0"
"4:49:32.8755357 AM","stub.exe","3796","TCP Send","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 8192, startime: 27811, endtime: 27811, seqnum: 0, connid: 0"
"4:49:32.8756427 AM","stub.exe","3796","TCP Receive","DarkCometClient.bgu.ac.il:49264 -> 132.72.81.126:1604","SUCCESS","Length: 3, seqnum: 0, connid: 0"
